timestamp	x	y	z
1517160592468	-10.917	-1.628	-2.269
1517160592470	-10.822	-1.877	-2.078
1517160592472	-10.554	-2.126	-1.781
1517160592587	-10.19	-2.384	-1.484
1517160592660	-9.807	-2.614	-0.957
1517160592664	-9.328	-2.806	-0.383
1517160592668	-8.839	-2.873	0.191
1517160592669	-8.466	-2.892	0.67
1517160592670	-8.245	-2.844	1.043
1517160592671	-8.178	-2.748	1.331
1517160592673	-8.188	-2.614	1.474
1517160592675	-8.322	-2.432	1.599
1517160592675	-8.466	-2.221	1.714
1517160592676	-8.514	-2.02	1.628
1517160592677	-8.552	-1.8	1.273
1517160592677	-8.609	-1.561	1.388
1517160592678	-9.653	-1.8	-1.302
1517160592679	-9.557	-1.647	-1.082
1517160592689	-9.481	-1.541	-1.149
1517160592700	-9.605	-1.532	-1.455
1517160592701	-9.941	-1.541	-1.685
1517160592712	-10.247	-1.589	-2.461
1517160592721	-10.63	-1.695	-2.442
1517160592731	-10.85	-1.905	-2.643
1517160592742	-10.889	-2.202	-2.384
1517160592757	-10.716	-2.844	-1.953
1517160592761	-10.716	-2.882	-1.637
1517160592772	-10.305	-3.237	-1.158
1517160592781	-10.257	-3.505	-0.852
1517160592791	-10.027	-3.763	-0.335
1517160592802	-9.481	-3.984	-0.076
1517160592811	-9.548	-4.156	0.287
1517160592821	-9.27	-4.252	0.545
1517160592835	-8.715	-4.242	0.814
1517160592851	-8.561	-4.146	1.005
1517160592852	-8.59	-3.993	0.871
1517160592865	-8.715	-3.763	0.718
1517160592871	-8.973	-3.514	0.526
1517160592881	-9.174	-3.265	0.344
1517160592896	-9.299	-2.882	0.249
1517160592901	-9.299	-2.48	-0.086
1517160592911	-9.337	-2.442	-0.335
1517160592925	-9.433	-2.087	-0.392
1517160592931	-9.557	-2.135	-0.555
1517160592943	-9.653	-1.982	-0.632
1517160592955	-9.682	-2.02	-0.603
1517160592961	-9.653	-2.078	-0.526
1517160592971	-9.625	-2.087	-0.498
1517160592986	-9.663	-2.068	-0.622
1517160592991	-9.797	-2.02	-0.574
1517160593001	-9.96	-1.992	-0.622
1517160593015	-10.036	-2.212	-1.225
1517160593021	-10.123	-2.585	-1.819
1517160593051	-10.305	-2.863	-1.656
1517160593054	-10.218	-3.16	-1.733
1517160593058	-10.017	-3.371	-1.714
1517160593063	-9.854	-3.428	-1.312
1517160593079	-9.672	-3.332	-1.053
1517160593081	-9.538	-3.179	-0.833
1517160593106	-9.347	-2.863	-0.526
1517160593111	-9.194	-2.758	-0.306
1517160593121	-9.127	-2.691	-0.047
1517160593135	-9.05	-2.806	-0.316
1517160593151	-9.385	-3.064	-0.555
1517160593164	-9.529	-2.997	-0.43
1517160593171	-9.596	-2.815	-0.43
1517160593181	-9.625	-2.576	-0.162
1517160593195	-9.5	-2.384	-0.067
1517160593201	-9.328	-2.288	-0.287
1517160593211	-9.241	-2.154	-0.268
1517160593224	-9.117	-1.992	-0.22
1517160593231	-9.05	-1.934	-0.229
1517160593241	-9.088	-1.982	-0.517
1517160593253	-9.308	-2.049	-0.632
1517160593261	-9.615	-2.154	-0.804
1517160593271	-9.845	-2.202	-1.005
1517160593285	-10.027	-2.279	-1.168
1517160593291	-10.18	-2.432	-1.426
1517160593301	-10.295	-2.537	-1.254
1517160593315	-10.257	-2.719	-1.254
1517160593321	-10.19	-2.968	-1.273
1517160593332	-10.142	-3.16	-0.996
1517160593346	-9.969	-3.284	-1.101
1517160593351	-9.988	-3.323	-0.785
1517160593361	-9.979	-3.102	-0.45
1517160593375	-9.988	-2.758	-0.325
1517160593381	-10.084	-2.317	-0.325
1517160593391	-10.237	-2.001	-0.488
1517160593406	-10.4	-1.857	-0.239
1517160593411	-10.554	-2.078	-0.268
1517160593421	-10.554	-2.375	-0.153
1517160593436	-10.467	-2.585	-0.21
1517160593441	-10.429	-2.662	-0.268
1517160593451	-10.439	-2.557	-0.268
1517160593466	-10.391	-2.394	-0.306
1517160593471	-10.266	-2.202	-0.421
1517160593481	-9.96	-2.087	-0.574
1517160593496	-9.548	-2.001	-0.9
1517160593501	-9.021	-1.972	-0.9
1517160593511	-8.6	-1.848	-1.082
1517160593526	-8.475	-1.637	-1.139
1517160593531	-8.667	-1.369	-1.139
1517160593541	-9.079	-1.264	-1.101
1517160593556	-10.314	-1.398	-1.082
1517160593561	-10.257	-1.733	-1.063
1517160593571	-10.458	-2.126	-0.814
1517160593586	-10.439	-2.403	-0.718
1517160593591	-10.381	-2.595	-0.794
1517160593601	-10.573	-2.825	-0.775
1517160593632	-10.554	-3.074	-0.842
1517160593638	-10.582	-3.438	-0.354
1517160593642	-10.4	-3.687	-0.009
1517160593645	-10.295	-3.84	0.354
1517160593669	-9.979	-3.859	0.478
1517160593671	-9.634	-3.782	0.612
1517160593673	-9.443	-3.696	0.9
1517160593681	-9.366	-3.476	0.89
1517160593691	-9.376	-2.298	0.996
1517160593708	-9.165	-1.647	0.651
1517160593711	-8.964	-0.507	0.239
1517160593721	-9.002	0.162	-0.545
1517160593735	-9.165	0.804	-1.292
1517160593741	-9.146	0.948	-1.561
1517160593751	-8.992	0.833	-1.35
1517160593764	-8.906	0.565	-0.737
1517160593771	-8.935	0.402	-0.363
1517160593781	-8.964	0.498	-0.114
1517160593795	-8.983	0.794	-0.038
