timestamp	x	y	z
1516296848454	-9.720459	-1.2162545	2.087744
1516296848474	-9.749189	-1.3120226	2.1452048
1516296848475	-9.797073	-1.4077905	2.087744
1516296848484	-9.864111	-1.4556746	1.9153614
1516296848491	-9.854534	-1.4460979	1.8866309
1516296848501	-9.835381	-1.388637	1.8770541
1516296848516	-9.768343	-1.3503298	1.9057846
1516296848520	-9.672575	-1.3215994	1.9440918
1516296848531	-9.452309	-1.3024458	2.0015526
1516296848540	-9.3661175	-1.292869	2.0494366
1516296848550	-9.3182335	-1.283292	2.078167
1516296848561	-9.289502	-1.292869	2.0973208
1516296848570	-9.279925	-1.2737153	2.1068976
1516296848580	-9.308656	-1.2258313	2.0973208
1516296848590	-9.3661175	-1.13964	2.078167
1516296848601	-9.442732	-1.0342951	2.087744
1516296848611	-9.519346	-0.93852705	2.1068976
1516296848620	-9.595961	-0.8714894	2.1260512
1516296848632	-9.653421	-0.82360536	2.135628
1516296848640	-9.682152	-0.7757214	2.1260512
1516296848650	-9.672575	-0.7374141	2.0973208
1516296848661	-9.662998	-0.7182605	2.0494366
1516296848670	-9.634268	-0.6991069	2.0015526
1516296848681	-9.586384	-0.6703765	1.9728222
1516296848691	-9.548077	-0.60333884	1.9632454
1516296848702	-9.509769	-0.5267244	1.9536686
1516296848712	-9.471462	-0.46926352	1.9632454
1516296848721	-9.423578	-0.4213795	1.9919758
1516296848731	-9.3661175	-0.40222588	2.030283
1516296848741	-9.289502	-0.41180268	2.078167
1516296848752	-9.212888	-0.45968673	2.1164744
1516296848761	-9.165004	-0.51714754	2.1452048
1516296848771	-9.155427	-0.5746084	2.1547816
1516296848782	-9.212888	-0.6607997	2.135628
1516296848791	-9.337387	-0.7565677	2.087744
1516296848802	-9.471462	-0.842759	2.030283
1516296848813	-9.576807	-0.90979666	1.9728222
1516296848821	-9.624691	-0.94810385	2.0015526
1516296848832	-9.634268	-0.9576807	2.078167
1516296848842	-9.662998	-0.94810385	2.1164744
1516296848852	-9.691729	-0.9576807	2.0590134
1516296848863	-9.672575	-0.94810385	1.982399
1516296848871	-9.624691	-0.93852705	1.9728222
1516296848883	-9.576807	-0.92895025	2.0015526
1516296848894	-9.548077	-0.8810662	2.0494366
1516296848902	-9.509769	-0.82360536	2.0973208
1516296848912	-9.461885	-0.7661445	2.183512
1516296848922	-9.414001	-0.7374141	2.3175871
1516296848932	-9.404425	-0.7086837	2.432509
1516296848946	-9.423578	-0.6991069	2.4995465
1516296848953	-9.433155	-0.6895301	2.5378537
1516296848962	-9.414001	-0.6991069	2.5570073
1516296848972	-9.356541	-0.7565677	2.566584
1516296848983	-9.270349	-0.8331822	2.5761611
1516296848994	-9.212888	-0.90979666	2.5570073
1516296849002	-9.203311	-0.9864111	2.5474305
1516296849013	-9.260772	-1.043872	2.5570073
1516296849023	-9.3182335	-1.1204864	2.566584
1516296849033	-9.385271	-1.2258313	2.585738
1516296849044	-9.452309	-1.3599066	2.5761611
1516296849053	-9.509769	-1.5227122	2.5570073
1516296849064	-9.5385	-1.6663644	2.5474305
1516296849072	-9.548077	-1.7717092	2.566584
1516296849083	-9.557653	-1.8483237	2.5953147
1516296849093	-9.586384	-1.9057846	2.6240451
1516296849103	-9.605537	-1.9153614	2.633622
1516296849114	-9.595961	-1.9057846	2.6431987
1516296849123	-9.56723	-1.8962077	2.6527755
1516296849133	-9.500193	-1.8866309	2.633622
1516296849144	-9.433155	-1.9057846	2.6048915
1516296849154	-9.346964	-1.9249382	2.5761611
1516296849163	-9.251195	-1.9536686	2.5474305
1516296849178	-9.155427	-1.9440918	2.5570073
1516296849186	-9.069236	-1.7717092	2.566584
1516296849194	-9.011775	-1.7621324	2.5761611
1516296849205	-9.14585	-1.4748282	2.5378537
1516296849213	-9.136273	-1.3024458	2.5091233
1516296849230	-9.337387	-1.292869	2.480393
1516296849234	-9.548077	-0.93852705	2.4899697
1516296849243	-9.730036	-0.80445176	2.5378537
1516296849253	-9.883265	-0.7182605	2.5761611
1516296849263	-10.01734	-0.6512229	2.585738
1516296849275	-10.323798	-0.5650316	2.5570073
1516296849294	-10.553641	-0.50757074	2.566584
1516296849296	-10.821792	-0.48841715	2.5761611
1516296849303	-11.070788	-0.47884035	2.5378537
1516296849316	-11.300632	-0.45968673	2.4420857
1516296849325	-11.482592	-0.38307226	2.2984335
1516296849334	-11.60709	-0.2873042	2.1547816
1516296849343	-11.674128	-0.22026655	2.030283
1516296849353	-11.683704	-0.19153613	1.9153614
1516296849363	-11.654974	-0.20111294	1.8291701
1516296849375	-11.559206	-0.19153613	1.7908629
1516296849384	-11.415554	-0.22984336	1.8004397
1516296849394	-11.291056	-0.29688102	1.8291701
1516296849404	-11.15698	-0.36391866	1.8579005
1516296849414	-10.984597	-0.4405331	1.8866309
1516296849427	-10.773908	-0.51714754	1.8674773
1516296849434	-10.553641	-0.5554548	1.8004397
1516296849444	-10.28549	-0.545878	1.7142484
1516296849454	-9.950302	-0.5363012	1.6376339
1516296849465	-9.5385	-0.48841715	1.6472107
1516296849474	-9.11712	-0.4405331	1.7142484
1516296849484	-8.743625	-0.4213795	1.7621324
1516296849496	-8.456321	-0.4309563	1.7046716
1516296849504	-8.1881695	-0.49799395	1.5801731
1516296849515	-7.9104424	-0.58418524	1.4460979
1516296849526	-7.5944076	-0.6703765	1.3694834
1516296849534	-7.2783732	-0.7182605	1.3503298
1516296849544	-6.991069	-0.7374141	1.340753
1516296849554	-6.7803793	-0.7086837	1.3311762
1516296849564	-6.655881	-0.641646	1.3599066
1516296849577	-6.646304	-0.5746084	1.3982137
1516296849584	-6.7708025	-0.50757074	1.4460979
1516296849595	-6.9527617	-0.45010993	1.4748282
1516296849604	-7.1251445	-0.40222588	1.4556746
1516296849615	-7.240066	-0.34476504	1.4269443
1516296849626	-7.335834	-0.29688102	1.388637
1516296849634	-7.393295	-0.2681506	1.3790601
1516296849645	-7.431602	-0.2777274	1.388637
1516296849654	-7.479486	-0.33518824	1.3599066
1516296849665	-7.603985	-0.37349546	1.3120226
1516296849676	-7.872135	-0.35434186	1.2449849
1516296849685	-8.24563	-0.29688102	1.2162545
1516296849695	-8.647857	-0.22026655	1.2641385
1516296849705	-9.021352	-0.15322891	1.388637
1516296849716	-9.375694	-0.076614454	1.541866
1516296849726	-9.682152	-0.019153614	1.6567876
1516296849735	-9.911995	0.0	1.7525556
1516296849745	-10.055647	-0.038307227	1.8195933
1516296849759	-10.113108	-0.12449849	1.8483237
1516296849766	-10.132261	-0.23942018	1.8291701
1516296849776	-10.180145	-0.33518824	1.7908629
1516296849787	-10.266336	-0.39264908	1.7429788
1516296849795	-10.362105	-0.4213795	1.685518
1516296849806	-10.352529	-0.41180268	1.6184803
1516296849815	-10.199299	-0.4213795	1.5610195
1516296849825	-9.873688	-0.45010993	1.4939818
1516296849835	-9.442732	-0.47884035	1.4269443
1516296849845	-8.973468	-0.49799395	1.3694834
1516296849856	-8.580819	-0.51714754	1.3503298
1516296849865	-8.293514	-0.48841715	1.3790601
1516296849876	-8.178593	-0.4309563	1.4748282
1516296849885	-8.274361	-0.33518824	1.5993267
1516296849895	-8.599973	-0.24899697	1.7525556
1516296849906	-9.040505	-0.19153613	1.8674773
1516296849915	-9.481039	-0.16280572	1.934515
1516296849925	-9.873688	-0.15322891	1.9632454
1516296849935	-10.208876	-0.18195933	1.9728222
1516296849946	-10.524911	-0.21068975	1.982399
1516296849957	-10.831368	-0.25857377	2.0494366
1516296849965	-11.118672	-0.33518824	2.1643584
1516296849976	-12.0093155	-0.545878	2.27928
1516296849985	-11.654974	-0.5363012	2.2888567
1516296849995	-11.827356	-0.63206923	2.2601264
1516296850006	-11.865664	-0.7182605	2.2697031
1516296850015	-11.702858	-0.8331822	2.2218192
1516296850026	-11.358093	-0.94810385	2.1739352
1516296850035	-10.94629	-1.1683705	2.1452048
1516296850045	-9.921572	-1.2258313	2.1260512
1516296850056	-10.208876	-1.2545617	2.0685902
1516296850065	-9.758766	-1.2449849	1.9632454
1516296850075	-9.576807	-1.2354081	1.8291701
1516296850086	-9.385271	-1.2162545	1.7046716
1516296850096	-9.212888	-1.1779473	1.6472107
1516296850108	-9.11712	-1.1492168	1.6663644
1516296850116	-9.107543	-1.1109096	1.7429788
1516296850126	-9.155427	-1.0726024	1.8483237
1516296850136	-9.184157	-1.0247183	1.9536686
1516296850146	-9.155427	-0.9576807	2.1068976
1516296850158	-9.097966	-0.8714894	2.2984335
1516296850166	-9.078813	-0.81402856	2.4612393
1516296850176	-9.155427	-0.7757214	2.5378537
1516296850186	-9.270349	-0.7565677	2.5570073
1516296850196	-9.394848	-0.78529817	2.5378537
1516296850207	-9.509769	-0.8619126	2.4899697
1516296850216	-9.615114	-0.9672575	2.4420857
1516296850228	-9.701305	-1.0630256	2.4037786
1516296850241	-9.739613	-1.1492168	2.336741
1516296850246	-9.730036	-1.2162545	2.2888567
1516296850256	-9.691729	-1.283292	2.2601264
1516296850266	-9.624691	-1.3503298	2.2505496
1516296850276	-9.557653	-1.3982137	2.27928
1516296850289	-9.519346	-1.4173675	2.3463178
1516296850296	-9.500193	-1.4077905	2.4133554
1516296850306	-9.509769	-1.388637	2.4612393
1516296850316	-9.519346	-1.340753	2.4899697
1516296850326	-9.509769	-1.283292	2.4995465
1516296850339	-9.528923	-1.2258313	2.5091233
1516296850346	-9.5385	-1.2162545	2.4899697
1516296850357	-9.548077	-1.2449849	2.4420857
1516296850367	-9.528923	-1.2545617	2.3942018
1516296850377	-9.490616	-1.2641385	2.3654714
1516296850388	-9.452309	-1.2545617	2.3750482
1516296850396	-9.433155	-1.2641385	2.3463178
1516296850406	-9.423578	-1.2545617	2.3175871
1516296850416	-9.414001	-1.2354081	2.327164
1516296850426	-9.404425	-1.2162545	2.336741
1516296850438	-9.433155	-1.2066777	2.384625
1516296850446	-9.452309	-1.2258313	2.4229321
1516296850457	-9.481039	-1.2354081	2.432509
1516296850466	-9.509769	-1.2545617	2.4229321
1516296850477	-9.500193	-1.2641385	2.384625
1516296850488	-9.490616	-1.283292	2.3463178
1516296850497	-9.481039	-1.3024458	2.327164
1516296850508	-9.452309	-1.3215994	2.3080103
1516296850517	-9.423578	-1.340753	2.2984335
1516296850527	-9.414001	-1.3311762	2.3080103
1516296850537	-9.423578	-1.3215994	2.3175871
1516296850547	-9.442732	-1.3120226	2.327164
1516296850560	-9.461885	-1.3215994	2.336741
1516296850568	-9.452309	-1.3311762	2.3463178
1516296850578	-9.461885	-1.3503298	2.327164
1516296850589	-9.452309	-1.3599066	2.3175871
1516296850598	-9.461885	-1.3790601	2.327164
1516296850608	-9.481039	-1.388637	2.3175871
1516296850618	-9.471462	-1.3982137	2.336741
1516296850628	-9.461885	-1.4077905	2.3463178
1516296850639	-9.442732	-1.4173675	2.336741
1516296850648	-9.414001	-1.436521	2.327164
1516296850658	-9.375694	-1.4556746	2.3175871
1516296850673	-9.32781	-1.4652514	2.327164
1516296850679	-9.279925	-1.4748282	2.4037786
1516296850689	-9.260772	-1.4652514	2.4133554
1516296850698	-9.308656	-1.4556746	2.432509
1516296850708	-9.375694	-1.4652514	2.4420857
1516296850723	-9.404425	-1.4556746	2.4516625
1516296850729	-9.32781	-1.4748282	2.4612393
1516296850739	-9.3182335	-1.4652514	2.5091233
1516296850749	-9.32781	-1.4556746	2.5187001
1516296850759	-9.375694	-1.4460979	2.4516625
1516296850772	-9.414001	-1.4269443	2.384625
1516296850780	-9.3661175	-1.4173675	2.3654714
1516296850788	-9.346964	-1.4077905	2.4229321
1516296850798	-9.356541	-1.4269443	2.480393
1516296850809	-9.3661175	-1.436521	2.4708161
1516296850820	-9.356541	-1.4269443	2.4229321
1516296850829	-9.346964	-1.436521	2.3750482
1516296850839	-9.356541	-1.4269443	2.336741
1516296850849	-9.375694	-1.4460979	2.327164
1516296850859	-9.394848	-1.4556746	2.336741
1516296850872	-9.404425	-1.436521	2.3463178
1516296850879	-9.394848	-1.4173675	2.3558946
1516296850889	-9.414001	-1.4077905	2.3463178
1516296850899	-9.433155	-1.3982137	2.327164
1516296850909	-9.442732	-1.4077905	2.3080103
1516296850921	-9.423578	-1.3982137	2.27928
1516296850929	-9.414001	-1.4173675	2.2505496
1516296850939	-9.423578	-1.4077905	2.2218192
1516296850949	-9.442732	-1.3982137	2.1930888
1516296850963	-9.461885	-1.388637	2.1739352
1516296850971	-9.452309	-1.3599066	2.183512
1516296850980	-9.461885	-1.340753	2.2026656
1516296850990	-9.471462	-1.3311762	2.2122424
1516296850999	-9.500193	-1.3215994	2.183512
1516296851009	-9.5385	-1.3024458	2.1547816
1516296851019	-9.586384	-1.2641385	2.1164744
1516296851029	-9.643845	-1.2162545	2.0685902
1516296851039	-9.701305	-1.1779473	2.030283
1516296851049	-9.758766	-1.1492168	2.0207062
1516296851060	-9.797073	-1.1300632	2.030283
1516296851070	-9.825804	-1.1013328	2.0398598
1516296851080	-9.844957	-1.0821792	2.0685902
1516296851090	-9.864111	-1.0726024	2.0973208
1516296851104	-9.883265	-1.0821792	2.1164744
1516296851110	-9.902418	-1.091756	2.0973208
1516296851120	-9.921572	-1.1109096	2.078167
1516296851130	-9.940725	-1.1013328	2.0685902
1516296851140	-9.950302	-1.0821792	2.0398598
1516296851153	-9.9790325	-1.043872	1.9919758
1516296851160	-10.04607	-1.0151415	1.934515
