timestamp	x	y	z
1519159595249	7.249643	3.715801	-2.2122424
1519159595251	7.2687964	3.5625722	-1.3599066
1519159595254	7.2783732	3.4859576	-1.7238252
1519159595271	7.240066	3.466804	-1.5035586
1519159595280	7.249643	3.4859576	-1.2449849
1519159595284	7.393295	3.4955344	-1.0342951
1519159595292	7.7189064	3.3997664	-0.8331822
1519159595301	8.015787	3.2273839	-0.60333884
1519159595309	8.130709	2.9879637	-0.32561144
1519159595324	8.1402855	2.7581203	-0.15322891
1519159595330	8.111555	2.633622	-0.18195933
1519159595341	8.121132	2.7102363	-0.2777274
1519159595349	8.226477	2.8538885	-0.35434186
1519159595360	8.561666	2.930503	-0.4213795
1519159595370	9.011775	2.8443117	-0.40222588
1519159595380	9.3661175	2.633622	-0.33518824
1519159595391	9.471462	2.4133554	-0.2681506
1519159595400	9.452309	2.2984335	-0.25857377
1519159595410	9.528923	2.27928	-0.12449849
1519159595420	9.739613	2.2601264	-0.20111294
1519159595430	9.892841	2.2122424	-0.22026655
1519159595440	9.825804	2.1930888	-0.1340753
1519159595450	9.691729	2.1452048	-0.047884032
1519159595460	9.758766	2.0111294	-0.15322891
1519159595470	9.9790325	1.8962077	-0.20111294
1519159595480	10.160992	1.9632454	-0.16280572
1519159595491	10.189722	2.5378537	-0.08619126
1519159595500	10.065224	2.6719291	-0.06703765
1519159595511	9.940725	2.5761611	-0.10534488
1519159595520	9.883265	2.384625	-0.17238252
1519159595530	9.873688	2.2409728	-0.2681506
1519159595540	9.854534	2.2218192	-0.38307226
1519159595550	9.844957	2.336741	-0.5554548
1519159595562	9.758766	2.6048915	-0.7182605
1519159595571	9.595961	2.96881	-0.8523358
1519159595581	9.337387	3.2561142	-0.94810385
1519159595591	9.069236	3.2848446	-0.9768343
1519159595605	8.954314	3.0071173	-1.0342951
1519159595612	9.021352	2.6048915	-1.1587936
1519159595621	9.11712	2.3750482	-1.1875241
1519159595631	9.174581	2.4995465	-1.1109096
1519159595641	9.165004	2.8538885	-1.0726024
1519159595655	9.11712	3.1411927	-1.0821792
