timestamp	x	y	z
1519159021446	-8.724471	-1.7621324	-3.3135753
1519159021447	-8.810662	-1.6376339	-3.3518825
1519159021461	-8.781932	-1.484405	-3.323152
1519159021471	-8.7053175	-1.3694834	-3.3039982
1519159021478	-8.676587	-1.3311762	-3.371036
1519159021486	-8.7532015	-1.3599066	-3.466804
1519159021495	-8.90643	-1.4077905	-3.514688
1519159021504	-9.078813	-1.4556746	-3.5338416
1519159021517	-9.251195	-1.4460979	-3.5529952
1519159021526	-9.404425	-1.4748282	-3.5625722
1519159021537	-9.548077	-1.532289	-3.5529952
1519159021546	-9.557653	-1.5993267	-3.5625722
1519159021556	-9.5385	-1.6280571	-3.5434184
1519159021566	-9.481039	-1.6567876	-3.5242648
1519159021576	-9.375694	-1.6472107	-3.466804
1519159021587	-9.232041	-1.5993267	-3.4093432
1519159021596	-9.097966	-1.541866	-3.3806129
1519159021606	-9.050082	-1.5131354	-3.3997664
1519159021617	-9.078813	-1.5227122	-3.4380736
1519159021626	-9.107543	-1.5514427	-3.4284968
1519159021637	-9.088389	-1.6280571	-3.4093432
1519159021646	-9.021352	-1.7429788	-3.3997664
1519159021656	-8.944737	-1.8483237	-3.4380736
1519159021666	-8.887277	-1.8866309	-3.4572272
1519159021676	-8.820239	-1.8579005	-3.466804
1519159021687	-8.743625	-1.8483237	-3.514688
1519159021696	-8.686164	-1.9057846	-3.6008794
1519159021706	-8.66701	-1.982399	-3.6966474
1519159021718	-8.647857	-2.087744	-3.7349546
1519159021727	-8.628703	-2.1547816	-3.7445314
1519159021737	-8.599973	-2.1739352	-3.7349546
1519159021747	-8.580819	-2.135628	-3.6870706
1519159021757	-8.590396	-2.0494366	-3.620033
1519159021768	-8.6095495	-1.9632454	-3.6104562
1519159021776	-8.63828	-1.9440918	-3.6487634
1519159021787	-8.676587	-1.9728222	-3.715801
1519159021799	-8.714894	-2.0207062	-3.7253778
1519159021807	-8.734048	-2.030283	-3.6391866
1519159021817	-8.743625	-2.0015526	-3.5434184
1519159021827	-8.734048	-1.9536686	-3.4763808
1519159021837	-8.791509	-1.9153614	-3.4572272
1519159021849	-8.90643	-1.9632454	-3.4763808
1519159021857	-9.050082	-2.0015526	-3.514688
1519159021868	-9.165004	-2.0111294	-3.5625722
1519159021877	-9.212888	-2.0207062	-3.6296098
1519159021887	-9.193734	-2.0685902	-3.6870706
1519159021901	-9.126697	-2.1068976	-3.7253778
1519159021908	-9.040505	-2.1547816	-3.7349546
1519159021917	-8.973468	-2.2122424	-3.7062242
1519159021927	-8.954314	-2.2505496	-3.6966474
1519159021937	-8.973468	-2.2697031	-3.7062242
1519159021950	-8.992621	-2.3175871	-3.7349546
1519159021958	-8.983045	-2.3942018	-3.7732618
1519159021967	-8.90643	-2.4612393	-3.763685
1519159021979	-8.743625	-2.4708161	-3.6966474
1519159021988	-8.523358	-2.4229321	-3.6008794
1519159022000	-8.303091	-2.4037786	-3.4763808
1519159022007	-8.149862	-2.3558946	-3.371036
1519159022017	-8.0924015	-2.2601264	-3.3039982
1519159022027	-8.121132	-2.1930888	-3.3135753
1519159022037	-8.236053	-2.1739352	-3.4093432
1519159022048	-8.408437	-2.1068976	-3.5338416
1519159022057	-8.599973	-1.934515	-3.6487634
1519159022068	-8.7532015	-1.7525556	-3.7253778
1519159022078	-8.8777	-1.685518	-3.715801
1519159022088	-8.944737	-1.733402	-3.6104562
1519159022100	-8.8777	-1.8195933	-3.3614593
1519159022108	-8.66701	-1.7812861	-2.882619
1519159022118	-8.331821	-1.6184803	-2.1547816
1519159022128	-8.00621	-1.5514427	-1.4939818
1519159022139	-7.8912888	-1.733402	-1.2162545
1519159022150	-8.197746	-2.0207062	-1.4173675
1519159022158	-8.839393	-2.2026656	-2.0494366
1519159022168	-9.519346	-2.2505496	-2.9017725
1519159022178	-9.931149	-2.1739352	-4.3861775
1519159022188	-9.816227	-1.9919758	-4.7884035
1519159022200	-9.136273	-1.733402	-4.663905
1519159022208	-8.111555	-1.3024458	-4.0222588
1519159022219	-6.5122285	-1.1587936	-3.2082303
1519159022231	-6.5026517	-1.1013328	-2.719813
1519159022252	-7.249643	-1.3503298	-2.5474305
1519159022254	-8.408437	-1.8579005	-2.633622
1519159022258	-9.576807	-2.2888567	-2.7485435
1519159022271	-10.362105	-2.4229321	-2.7102363
1519159022280	-10.496181	-2.2026656	-2.5953147
1519159022288	-9.959879	-1.7046716	-2.4229321
1519159022298	-8.992621	-1.1587936	-2.1739352
1519159022308	-8.015787	-0.842759	-1.9153614
1519159022319	-7.52737	-0.93852705	-1.8770541
1519159022331	-7.872135	-1.3311762	-2.087744
1519159022339	-8.916007	-1.8100165	-2.4229321
1519159022348	-10.170568	-2.2122424	-2.8060043
1519159022358	-11.061212	-2.3654714	-3.1124623
1519159022369	-11.147403	-2.2122424	-3.3039982
1519159022382	-10.505757	-1.8387469	-3.3806129
1519159022389	-9.682152	-1.4269443	-3.323152
1519159022399	-9.222465	-1.0630256	-3.217807
1519159022409	-9.3182335	-0.90021986	-3.1890767
1519159022419	-9.816227	-1.0534488	-3.2752678
1519159022430	-10.448297	-1.340753	-3.3901896
1519159022439	-10.888829	-1.5993267	-3.3997664
1519159022449	-10.907983	-1.7717092	-3.2848446
1519159022459	-10.620679	-1.7621324	-3.1794999
1519159022469	-10.362105	-1.5897499	-3.122039
1519159022480	-10.390836	-1.4652514	-3.1507695
1519159022489	-10.6398325	-1.4173675	-3.2082303
1519159022499	-10.869676	-1.3503298	-3.1890767
1519159022509	-10.860099	-1.2162545	-3.1028855
1519159022519	-10.5919485	-1.1109096	-3.0071173
1519159022532	-10.247183	-1.1013328	-2.873042
1519159022540	-9.9790325	-1.2066777	-2.7102363
1519159022549	-9.816227	-1.3599066	-2.5953147
1519159022559	-9.720459	-1.5131354	-2.528277
1519159022570	-9.605537	-1.5993267	-2.5570073
1519159022581	-9.452309	-1.5705963	-2.6431987
1519159022590	-9.279925	-1.4460979	-2.719813
1519159022600	-9.174581	-1.2449849	-2.7485435
1519159022610	-9.165004	-1.1013328	-2.7102363
1519159022621	-9.260772	-1.0630256	-2.5761611
1519159022631	-9.394848	-1.1109096	-2.3750482
1519159022640	-9.528923	-1.1875241	-2.135628
1519159022650	-9.615114	-1.2545617	-1.9536686
1519159022660	-9.643845	-1.2449849	-1.8674773
1519159022670	-9.624691	-1.13964	-1.8866309
1519159022680	-9.586384	-0.9576807	-1.9536686
